sample_index,id,unique_id,host,dopant,defecttype,site,target_eV,natoms,spacegroup,supercell
6520,11313,fe80a1a3563aa02b81240fa3ed0f2bd5,P4,Sb,adsorbate,ads1,2.23743180000001,65,53,441
6521,11314,ba14b10a44c02f5d920c880a44e4a7c1,TiO2,Rb,adsorbate,int1,-2.5426889149999767,49,164,441
6522,11319,d33c81e226e0846d10200fa3e0a90091,PtSe2,Sb,adsorbate,ads0,2.3934580000000247,28,164,331
6523,11321,32a2cc29aef691a4bd838b4d1806e8da,PtSe2,Cu,interstitial,int0,3.745578192500025,28,164,331
6524,11322,af948fd9d291d12237c7256dc1b05178,PtS2,Xe,adsorbate,ads2,0.0771172900000029,28,164,331
6525,11324,81ce0add36fb7d040085d12a16c52ed1,TiO2,Tl,adsorbate,ads0,-0.2649363049999671,49,164,441
6526,11325,c7a67c7e897bb555a58263067ea4bdc7,NiSe2,B,interstitial,int0,2.2005334975000004,28,164,331
6527,11326,f864230dccc3c22531488decd8f8ca9c,PtS2,B,interstitial,ads2,3.807014357500005,28,164,331
6528,11327,33a3459bd04f3c0e1d4b5feb738ebee8,NiSe2,Lu,adsorbate,ads0,1.884725625000008,28,164,331
6529,11329,a40583c91cb0207892403434196039b9,MoSSe,H,interstitial,ads5,2.787071737500044,49,156,441
6530,11330,39807f93ef38ff93ae3c65638c8c337a,PtSe2,Sc,adsorbate,ads2,1.5983195950000244,28,164,331
6531,11331,690c8c6ecfe9cfcf9f86a602466d0509,P4,Cu,interstitial,int1,2.210014792499996,65,53,441
6532,11334,ae8dea32ca8dc07e06c38586dd88bd03,Re4S8,H,adsorbate,ads0,2.203683027500036,49,2,221
6533,11335,e87dc1308ade70fe3ec2388e10590770,TiO2,Br,adsorbate,ads2,1.0703023862500376,49,164,441
6534,11336,71d3ef0dbc31ad3b26d5a35d4dfd1db1,MoSSe,Ga,adsorbate,ads4,1.6922684937500465,49,156,441
6535,11337,49000ebd4bfcc8644efb6e0937707eb3,Pd2Se4,B,interstitial,int0,0.974590137499998,25,14,221
6536,11338,b421868e0fe1529076a5e83dcc082170,TiO2,Nb,adsorbate,ads0,4.685338860000037,49,164,441
6537,11339,7aefbe7dcc36ca72034a434feb0dca95,NiSe2,Cl,adsorbate,ads2,-0.3770529799999922,28,164,331
6538,11340,6847b6439acb32a5f9ca2a9b899ee6f1,NiSe2,Y,adsorbate,ads1,0.2873511100000065,28,164,331
6539,11341,a2cb5c61aa4224cd738ca9cfaad6919e,PtS2,Fe,adsorbate,ads0,3.801682240000003,28,164,331
6540,11343,48e42032e69b06765b026b5d9fa231d1,PtSe2,As,adsorbate,ads2,2.40409829500002,28,164,331
6541,11344,4fda4fc6800bcf49aceb77eeee53a0c7,Re4S8,I,adsorbate,ads2,0.9742576149999908,49,2,221
6542,11345,9f808be28ea0feb3144b944cc3a712bd,PtS2,Sr,adsorbate,ads2,-0.1582260225000011,28,164,331
6543,11346,996074ea34e81df6f3264f154cda518a,Pd2Se4,Cd,adsorbate,ads0,0.6953338800000091,25,14,221
6544,11347,48c5ac7a6383937e42247077085e3c52,MoSSe,Ca,adsorbate,ads3,1.499913537500033,49,156,441
6545,11348,f8cc34f4c569816e83579c12ea4f606d,PtSe2,Cs,adsorbate,int1,-0.888960444999975,28,164,331
6546,11349,b6e17f415c66add154bb52ead425db6d,P4,C,interstitial,int0,4.7950693875000185,65,53,441
6547,11351,24578a0f880c66e8a5e1a65190ae7621,Pd2Se4,Au,adsorbate,ads0,2.0269090025000063,25,14,221
6548,11352,9b219dc47bb2ff26e2a082ea6f664ded,NiSe2,H,interstitial,int2,2.2340364175000094,28,164,331
6549,11355,8bd25bc35d7f9e77ec7c280c8e10a48c,P4,Si,adsorbate,ads1,1.897681835000016,65,53,441
6550,11358,404e25938cce16dac18be58da6735c70,MoSSe,Ti,adsorbate,ads4,3.5349726750000383,49,156,441
6551,11359,771f0c9c4009ac62959107251c55ff84,PtSe2,Si,adsorbate,ads0,3.157784335000004,28,164,331
6552,11360,328f665c4dcb805c850e5e0230f8331b,Re4S8,Cl,adsorbate,ads2,0.7254554300000349,49,2,221
6553,11361,449b5bc4aa485efdf95e573f32829bb2,PtS2,Au,interstitial,int0,11.401815632500004,28,164,331
6554,11362,71cf06d0589c5bc4292021eb9bc9e5ce,PtS2,H,adsorbate,ads0,1.1420664174999915,28,164,331
6555,11363,48b50e00509f8969889f74af254244dc,Pd2Se4,O,interstitial,int1,2.185991075000004,25,14,221
6556,11365,e38695af36f8e05031e5be75597ffcad,MoSSe,Mn,adsorbate,ads4,3.1557661325,49,156,441
6557,11366,c1ac02f003d1fedc5088deb3615200df,P4,N,interstitial,int1,4.784747009999995,65,53,441
6558,11367,c14686378b8b84083386f0104e2f76d8,MoSSe,P,interstitial,int0,4.853990330000041,49,156,441
6559,11369,49e437ad16d2f157adafe4a7a2f2ef2a,MoSSe,Cl,adsorbate,ads2,0.6584833900000389,49,156,441
6560,11370,789cf2cef2afec3e69f1f6f322c75737,PtSe2,H,interstitial,int0,1.943953527500016,28,164,331
6561,11371,429845abe1aa90e2276f3dba43dd5be0,PtS2,I,adsorbate,ads2,0.8005290849999855,28,164,331
6562,11372,36ee11a7fbac42eb2b532d2b9278852a,Pd2Se4,Tc,adsorbate,ads0,5.488617105000002,25,14,221
6563,11373,e3d4fc1908425f6a8bfddea8479c99b9,P4,S,adsorbate,ads1,0.914987239999994,65,53,441
6564,11374,cbcd9665bddab210c9f93622dbdbbe0d,MoSSe,Lu,adsorbate,ads0,2.75188903500004,49,156,441
6565,11379,bf77939def5b2eb78ad2886c2a7ee464,Re4S8,Li,interstitial,int2,-0.3259860100000071,49,2,221
6566,11381,64982df52ea1c723f366e2a4c46eaa95,Pd2Se4,As,adsorbate,ads1,2.552783585000008,25,14,221
6567,11382,b6cd29a0ef3c07e986183b27b084af87,TiO2,Ni,adsorbate,ads0,3.1554696950000487,49,164,441
6568,11384,7d1a40fb9acf7a5ea19485d52d1966ef,PtS2,Cs,adsorbate,ads2,-1.0888693450000004,28,164,331
6569,11385,a409d693e04a1cf99a7acbcfd815ef60,PtSe2,Sr,adsorbate,int1,0.1097427775000043,28,164,331
6570,11386,91f752864fa5305fead8f07b162788b1,TiO2,Ge,adsorbate,ads2,0.4057626749999974,49,164,441
6571,11387,b8dc4b1f92dd3a1c1b3ab241da14e8d2,Pd2Se4,Cr,adsorbate,int0,4.233954904999999,25,14,221
6572,11388,26f48858d5a0931f9484424b05d3a275,Re4S8,B,adsorbate,ads2,4.750151737500031,49,2,221
6573,11389,2421de72215bec07c02ba5cff66f9d72,PtS2,Co,interstitial,int0,4.738504544999987,28,164,331
6574,11391,3ebad65e92a3b1bbcbf6bf751964e5fd,PtS2,Cr,adsorbate,ads0,3.186846885000003,28,164,331
6575,11394,f8c31a4e46383a976ce708a29eb2121a,MoSSe,Li,interstitial,int2,3.686549909999997,49,156,441
6576,11395,2073dd2fbc082486c091205f050dee12,TiO2,Be,interstitial,int0,5.157963795000018,49,164,441
6577,11397,3065ff4ed7f01f5c85af4cb9d867c0ba,Pd2Se4,Co,adsorbate,ads0,3.787368544999996,25,14,221
6578,11398,ea38e4ede35c24bee1699c45f1def561,PtS2,Ba,adsorbate,ads0,0.5509355299999901,28,164,331
6579,11399,94254cb0e01853b5a8e4b15c0bd8ed52,Re4S8,Lu,adsorbate,ads0,2.9414099850000133,49,2,221
6580,11400,4ee6f11513cdd9e86a2dcfe3d515ccc7,MoSSe,Cd,adsorbate,ads5,0.7187805600000295,49,156,441
6581,11401,70769d0d8bfdea1e7ece57517786f5cd,PtS2,Te,interstitial,int2,5.617851519999993,28,164,331
6582,11404,a9f4b7bb99cd5a9c7ad083b4797fb73e,Re4S8,Be,interstitial,int2,1.7158057350000209,49,2,221
6583,11405,930fc8fd39a1ec7b05c5a3c533dc7aa8,TiO2,Lu,adsorbate,ads2,-2.281799035,49,164,441
6584,11406,73fbab0070cb105f73bba4943594f5a6,P4,Sn,adsorbate,ads1,1.785833074999981,65,53,441
6585,11407,1b9b51528cfb918df391bb88fcbf1567,MoSSe,V,interstitial,int2,4.988251580000037,49,156,441
6586,11408,83622b516e61dee7a07b83937f793994,PtSe2,S,adsorbate,ads2,1.7012578400000171,28,164,331
6587,11410,973b6975d6779c9d040d10d934f278ad,MoSSe,Ni,adsorbate,ads2,1.5248656850000355,49,156,441
6588,11411,2ae75a1ba5bd280a9247893309526a75,NiSe2,Tl,adsorbate,ads2,0.2382159150000085,28,164,331
6589,11412,e4d77c84da1bc87794420cd28d28f930,MoSSe,Ge,adsorbate,ads0,2.594110985000035,49,156,441
6590,11413,b69bbf7598f214d3db0d931194c36561,PtSe2,Sn,adsorbate,ads0,2.089370725000019,28,164,331
6591,11414,dd98ad4c5d40169021766b97655cdb3c,MoSSe,K,adsorbate,ads2,-0.5751370099999622,49,156,441
6592,11416,b7abb90539510485639b92c9aa5bd738,MoSSe,Mg,adsorbate,ads1,1.2191044750000062,49,156,441
6593,11418,d9213a3d4e5786cad0918028ef380554,NiSe2,N,interstitial,int0,4.806675490000009,28,164,331
6594,11420,9c38b0e13c00a5c1e22db4ea51159735,Re4S8,Mg,adsorbate,ads1,1.333556245000023,49,2,221
6595,11421,c72cc5b6e1f0cbeccc409f73c50c4402,P4,I,adsorbate,int1,1.5159241449999772,65,53,441
6596,11422,3d32f7855ddcb9f510669fa70119cf3a,Re4S8,Ge,adsorbate,ads0,2.7401841650000085,49,2,221
6597,11424,8498a293391aa223a53ac45a3488ccd7,Re4S8,Ni,adsorbate,ads2,2.3624359650000013,49,2,221
6598,11425,80af862f0924c0be6027b3e6decdb586,NiSe2,Ag,interstitial,int2,1.5745448075000057,28,164,331
6599,11426,4b80284d0dedb3bfbfc5c6329345cd69,Pd2Se4,Ga,adsorbate,ads1,0.8028237037500051,25,14,221
6600,11428,c30c3509e691850170d50ff72edf1b6c,TiO2,Li,interstitial,int0,4.071496260000004,49,164,441
6601,11429,a16a2c8758c48e8a56bc49e372f292ef,MoSSe,Be,interstitial,int2,3.0683539150000065,49,156,441
6602,11430,26d03dd3cd23c4a1886927d9bd949cfd,NiSe2,S,adsorbate,ads0,0.2595701900000113,28,164,331
6603,11431,d36482e677453b4382d8510260394987,PtS2,N,adsorbate,ads2,5.430376040000003,28,164,331
6604,11432,de23420134e4cd1f66ed8cbd8874ce97,MoSSe,Ta,adsorbate,ads3,7.21008865000004,49,156,441
6605,11433,3a5b43fa336dfea18376483ff2063b3d,Pd2Se4,N,adsorbate,int0,4.286950590000009,25,14,221
6606,11434,d9d00c1a7f1d2e2c77541c139c0a7ed3,Re4S8,Ru,adsorbate,ads1,6.634865645000018,49,2,221
6607,11437,c3c7fd108d19e2321463c5e88e8b89f4,MoSSe,Al,interstitial,int2,5.643501312500009,49,156,441
6608,11441,3202fbd38e53268353715245bb8584a2,PtSe2,Os,adsorbate,ads1,6.4267281600000015,28,164,331
6609,11442,7093bb1d6b9ef668fff1d20c68b6b180,PtSe2,Mn,adsorbate,ads2,2.6564981725000028,28,164,331
6610,11444,54d07201abb7e8068d62597e95fec096,PtSe2,Ti,adsorbate,ads2,2.7888840750000017,28,164,331
6611,11445,ecbac08f8c7aab4ecf017a6f4dea7ce2,Pd2Se4,S,adsorbate,ads0,0.3026572300000003,25,14,221
6612,11446,cf975485c5c03f8fc0f13fea93da2260,TiO2,Cl,adsorbate,ads0,1.2985992000000364,49,164,441
6613,11448,4534e86b523823b467bfb58748e62f24,Re4S8,In,adsorbate,ads0,1.483795430000006,49,2,221
6614,11450,fc53b65f3145e536666451384f8bea58,TiO2,V,adsorbate,ads0,2.9057255300000246,49,164,441
6615,11452,41104133cd22a160455d6218ce880195,NiSe2,Br,adsorbate,ads0,-0.2804305037499941,28,164,331
6616,11453,2b2dac97abf8481b698555c1c72b176c,Re4S8,Al,interstitial,int2,2.8497621425000257,49,2,221
6617,11455,7ac5bc7983e3e3b89cac91e4e8e3d8fb,P4,O,interstitial,int0,0.4988670650000131,65,53,441
6618,11456,9fd89a17a57e689879b832a2a4ac36c3,PtSe2,Mo,adsorbate,ads0,5.50214763,28,164,331
6619,11457,83e35cc572cd69b7e5efacbabb3a6254,NiSe2,Pd,adsorbate,ads1,1.3289356450000005,28,164,331
6620,11458,6bb76e3fdf9a86874a73498bfd3b3fd6,MoSSe,Ru,adsorbate,ads1,4.925312705000037,49,156,441
6621,11459,375a5b1c1058c37645a70e41960d87a7,PtS2,Zr,adsorbate,ads0,4.356183055000002,28,164,331
6622,11461,3235d91367b51fdab9c7c81003ca7f8d,MoSSe,Sb,adsorbate,ads2,2.601405310000005,49,156,441
6623,11462,de4b4f3d5f459d716e6bca48a697d448,Re4S8,Cu,interstitial,int2,2.540564872500019,49,2,221
6624,11465,a5e35089852161932f6dab4081c77d78,Re4S8,Au,adsorbate,ads1,2.2367298625000425,49,2,221
6625,11467,4b9118887ca8659fa5373b27e59bc2f0,MoSSe,Tc,adsorbate,ads1,5.643718495000044,49,156,441
6626,11468,2f194c8cd0bcb9a99c53a967a7f49aaf,Re4S8,Sc,adsorbate,ads0,3.1211644350000287,49,2,221
6627,11473,9ca5d5f07216e261094d03d715a060f3,MoSSe,Sc,adsorbate,ads0,3.0479002050000226,49,156,441
6628,11474,d8b959de3319ad31af3c459537b98cd2,TiO2,N,interstitial,int1,6.132373860000034,49,164,441
6629,11475,7e4a49d3c52d17fb9ef3fd398a75193f,PtS2,Ir,adsorbate,ads0,5.1266749424999984,28,164,331
6630,11476,e91ab003505d8d4aaf224321499e0e5e,MoSSe,Au,adsorbate,ads1,2.3937908125000016,49,156,441
6631,11477,7c087012541d9c9f154fef9ca82be64c,NiSe2,Cd,adsorbate,ads1,0.6160378200000046,28,164,331
6632,11479,4d5f8d6a943d67f45da9a1bdcfc6c203,Re4S8,Tc,adsorbate,ads1,5.860224865000035,49,2,221
6633,11480,b879406f6ab27d17e4749298dd7363d4,PtSe2,Pb,adsorbate,ads1,1.6544400350000088,28,164,331
6634,11481,650ce660377ef0da0155234d0fd8661e,Re4S8,Sb,adsorbate,ads2,2.55166094000002,49,2,221
6635,11482,ea22fe7000ad7f377b976a70bfaf6975,MoSSe,Cu,adsorbate,int2,3.4641312225000065,49,156,441
6636,11484,669d7c984195affee9d9f40da28e155d,TiO2,S,adsorbate,ads1,2.4052843700000386,49,164,441
6637,11485,c28d805eadf11d234f5c05b80db75b1d,TiO2,Zn,adsorbate,ads1,0.8529390600000035,49,164,441
6638,11486,e84624144f867f56c644983a7c6f7906,Re4S8,As,adsorbate,ads0,2.7040503250000048,49,2,221
6639,11487,9593ff9fff7ee2526ae12a2c39d3be75,MoSSe,N,adsorbate,ads3,4.510036960000042,49,156,441
6640,11488,14991bdadd21ec708600a2025f688fb3,TiO2,Se,adsorbate,ads0,2.204469313333368,49,164,441
6641,11489,ce986771d6bca54f783129adb74a1bbb,MoSSe,Co,adsorbate,ads1,2.259711145000016,49,156,441
6642,11490,6037d03956f5e6580155ae8202b12910,MoSSe,Pd,adsorbate,ads5,2.0968644950000046,49,156,441
6643,11491,dcf0a80ad13e4ef9bf12f6e2aac9e8a7,MoSSe,S,interstitial,int3,4.494992950000016,49,156,441
6644,11492,2bc014cc196d58c31206dffb25834fcd,TiO2,Ga,adsorbate,ads2,0.0833949037500163,49,164,441
6645,11493,75b5c194280251dd37679eafc047f46d,MoSSe,Br,adsorbate,ads4,0.7759665262500479,49,156,441
6646,11494,b9dac5834d7ef58f949c87a2950e0119,Re4S8,F,adsorbate,ads2,-0.4914490774999729,49,2,221
6647,11496,1971ce3054d70cfa7fbb9cd62de8819d,PtSe2,Ca,adsorbate,ads1,0.56495055750001,28,164,331
6648,11497,d753ad1f7d1dff7f27c9f1acd33f3474,Re4S8,Co,adsorbate,ads1,3.932490015000017,49,2,221
6649,11501,bd777e65c504d22f17ee8ff935cf1562,NiSe2,V,adsorbate,ads1,2.5772966000000093,28,164,331
6650,11503,e8bcfc10d93c8d9d90c7e0acc1c64fd3,PtSe2,W,adsorbate,ads1,6.680941365000002,28,164,331
6651,11504,7b4983b256dc73e4d093b575b5122a22,PtS2,Hg,adsorbate,ads1,0.1510292349999807,28,164,331
6652,11505,8e8e360c168b3a1f5c589428e19676ac,P4,Ca,adsorbate,ads0,0.7185706874999889,65,53,441
6653,11506,3d4ef090b51fc1a37d9d7e75f4b81e3a,MoSSe,As,adsorbate,ads0,2.596777835000048,49,156,441
6654,11508,195d425f0a11d853b8d0a71a62dcf075,PtS2,Ta,interstitial,int2,3.528518159999998,28,164,331
6655,11509,cfdc7fddfe227aa3c6e599abc6bbc44c,PtSe2,Nb,adsorbate,ads0,5.651174040000009,28,164,331
6656,11510,5f701fc1bec16eaa2765a6e3d9a3aee6,MoSSe,Se,interstitial,ads2,2.306818603333374,49,156,441
6657,11511,6745bd396912043d3adaf76a246da142,PtSe2,Br,adsorbate,ads2,0.3582844062500245,28,164,331
6658,11512,747e602b47148889f0518bd2b34220a2,MoSSe,Ga,adsorbate,ads0,1.7066383737500503,49,156,441
6659,11513,4b80e80724676424029bb169449361a3,MoSSe,O,adsorbate,ads2,3.975706255000034,49,156,441
6660,11514,4853ac3c0188c5b0e18f5fc906c027e5,P4,Nb,adsorbate,ads1,2.766531829999998,65,53,441
6661,11515,65f9cc911ff1232ac0e3012f2db5888e,NiSe2,Mo,adsorbate,ads2,3.160880280000004,28,164,331
6662,11517,e10ae5a96c7cfdf30a629a2ce69d556a,PtS2,Mg,interstitial,int0,4.137710804999995,28,164,331
6663,11518,90d74bdaa6315376f3c192707ecfccd3,PtS2,Hf,adsorbate,ads0,4.7899654199999855,28,164,331
6664,11519,79ad9d7cb6374a4571b286d91f3dcbdb,Re4S8,Ga,adsorbate,ads0,1.826202533750032,49,2,221
6665,11520,ca7e467f6b0262348bc25f7fbf242a62,TiO2,Cs,adsorbate,int1,7.888574765000023,49,164,441
6666,11521,b7fbcbf8c08cdfe2f020bbea46a25142,Re4S8,Se,adsorbate,ads2,1.2529259833333757,49,2,221
6667,11523,e3493af447fb55ae228c9a9ba1a62966,Pd2Se4,Mg,adsorbate,ads0,1.2030594950000024,25,14,221
6668,11525,430ece6f9783a957e348fd8f9ca194ef,TiO2,As,adsorbate,ads2,4.149032365000019,49,164,441
6669,11526,2c12e627edf7b4dc2cb81e525278492c,NiSe2,Mn,adsorbate,ads0,2.6319889825,28,164,331
6670,11528,2be762f95faae54cd0c77f3ab5de577f,MoSSe,Te,adsorbate,ads3,1.5343412500000166,49,156,441
6671,11529,db13d01c594f29e65f678ade4ba5739f,NiSe2,Ti,adsorbate,ads0,3.3890844250000107,28,164,331
6672,11532,85ddf6885cc372150ea1fb212fc324e2,MoSSe,I,adsorbate,ads3,0.8026270650000159,49,156,441
6673,11533,73a6386a8fffec7b2ba57d0a307b3665,TiO2,Sb,adsorbate,ads0,2.0172021300000305,49,164,441
6674,11535,dbdc4c3860624711e9267e1023e774bb,P4,Ag,interstitial,int1,3.1041936675,65,53,441
6675,11537,4208679721f8b8cf182c2852c2f41f34,Pd2Se4,Ru,adsorbate,ads0,5.149314854999998,25,14,221
6676,11538,e05b0e6d40de2e3847a461653885bfa0,PtSe2,Rb,adsorbate,int1,-0.6685364649999799,28,164,331
6677,11539,51eaa5fbdfaa75e01623af7cee00a046,PtSe2,Ag,interstitial,int0,7.654460767500013,28,164,331
6678,11541,35b5eda0c2c5dead71663bb9981760a8,PtS2,Rh,adsorbate,ads0,3.7663555299999993,28,164,331
6679,11542,899379c2fdaf2a368f63b177dd2b2c05,TiO2,Ag,adsorbate,ads0,1.9014182875000087,49,164,441
6680,11545,9fe1affd9dd27c92f81d3ade3c412ed2,MoSSe,H,adsorbate,ads1,2.145111787500044,49,156,441
6681,11546,1578bbe214d23900d4922fc4098e695e,P4,V,adsorbate,ads0,3.890506189999981,65,53,441
6682,11548,2f72f4824c160cd51ae805aea9ea0a55,TiO2,Sc,adsorbate,ads2,-2.0361532149999526,49,164,441
6683,11549,189c0c73aad2dfbb0f4abdaa35f980c6,TiO2,O,interstitial,int0,3.2484491750000184,49,164,441
6684,11551,5e59f8ca33b23dd193fff2aead5863de,PtSe2,Tl,adsorbate,ads0,1.0117468850000044,28,164,331
6685,11552,bfdfb0b3eea458a4124e5c97bd53d3e6,MoSSe,Zn,adsorbate,ads3,1.0664949800000365,49,156,441
6686,11553,f32c1a1b0648b1c6fa399692fdf12571,PtSe2,P,adsorbate,ads1,2.640226550000019,28,164,331
6687,11554,fd9588b5b91a136ac9f6103682098c7c,PtS2,Pt,interstitial,ads1,2.8119407274999872,28,164,331
6688,11558,ef5820eaa2c06e79e5d38ad932defec6,PtSe2,Rb,adsorbate,ads0,-0.4144384649999808,28,164,331
6689,11560,f53bfbea6fa3707e974ace3fc1953a59,PtSe2,Ag,adsorbate,ads1,1.7330898475000267,28,164,331
6690,11561,b014d3253c6aaee10aa69cc66c50e918,PtS2,P,adsorbate,ads0,2.4385443399999893,28,164,331
6691,11564,e81844e8b948791318c2a1c14c02c9d5,PtS2,Ru,adsorbate,ads1,4.277492805000007,28,164,331
6692,11565,1d7c34af0314a1f6910d0a3ceb6482dc,MoSSe,I,interstitial,int2,11.703641995000046,49,156,441
6693,11566,87667e5c1bfce76921e60bc8711f5e23,NiSe2,P,interstitial,int2,2.7702457000000003,28,164,331
6694,11567,ac19a8d4858f44989cb68d8df032bd65,MoSSe,Zr,adsorbate,ads0,4.629878485000034,49,156,441
6695,11568,3386c6973cff9d535858332fa904a86d,P4,Ag,adsorbate,ads0,1.8489017774999763,65,53,441
6696,11569,220d35749710e63d981eebb36f5b8ee0,Re4S8,Zn,interstitial,int2,2.886636050000013,49,2,221
6697,11571,32d77d7535f6a0f378a0fa9f5978778b,Pd2Se4,In,adsorbate,int0,5.733043229999998,25,14,221
6698,11572,911dee1280c55af0c91d0820bb136a2b,TiO2,O,interstitial,ads1,2.9744616950000022,49,164,441
6699,11573,736df5f51016ad91bdb5b179e4cf3772,P4,K,adsorbate,ads1,-0.8868179299999771,65,53,441
6700,11575,4837435fdc3ca1d6b45a751e8969f062,PtSe2,P,interstitial,int0,5.092147760000014,28,164,331
6701,11576,268fbf3b58713b959ea20ac93bc14d85,PtS2,Al,interstitial,int2,2.0121314124999965,28,164,331
6702,11577,fb0922826af7e92d24a67d8dcf427850,MoSSe,Zn,interstitial,int2,4.977446320000033,49,156,441
6703,11579,89b186aebfabe9631b45ac022711735a,Re4S8,Zr,adsorbate,ads0,4.6912511750000165,49,2,221
6704,11581,a1fb607d938eaf730d69cc82bf3edf57,TiO2,Cu,adsorbate,ads1,1.9001421525000155,49,164,441
6705,11583,9082c73e60020d3fa75543775815e307,Pd2Se4,Pt,adsorbate,ads0,2.9957761775000047,25,14,221
6706,11584,c673e76f1f617577933e43b47f2959e2,P4,V,interstitial,int1,1.8773035799999729,65,53,441
6707,11585,d134c3e9aaa719766d3799238eb2a960,MoSSe,H,interstitial,int0,1.60855249750003,49,156,441
6708,11586,2dd81e6d00c448270f7c6e95dfc41fa3,MoSSe,O,interstitial,int3,0.8551524450000443,49,156,441
6709,11589,9bec2bb9a9f1d25fbd067f94e3d8171f,PtS2,Be,interstitial,int2,1.3750076049999964,28,164,331
6710,11592,bc704633200186929bfa33e91ac9b73b,PtSe2,Nb,interstitial,int1,3.0021625600000235,28,164,331
6711,11593,a31cf237324c54688de54aff46ce8bf8,TiO2,H,adsorbate,ads2,3.0614366375000106,49,164,441
6712,11594,b4f71dc9d5f9b29fc6938782906e2feb,TiO2,Ba,adsorbate,ads2,-3.2254060899999635,49,164,441
6713,11595,ba49e7b5bed271ff817cc4b29b99d743,Pd2Se4,Mg,interstitial,int1,-0.7465436250000037,25,14,221
6714,11596,3587e8cd0a9ab31ef51aead64fa96628,NiSe2,Os,interstitial,int2,1.6589220499999922,28,164,331
6715,11597,c52f027c3dcf96112688af3f2ef5c0b4,Pd2Se4,Hf,adsorbate,ads1,4.591036150000006,25,14,221
6716,11599,148e56f8ad085407246cabae430c1cb1,PtS2,Mg,adsorbate,ads1,0.9977674149999816,28,164,331
6717,11600,bc8aa457bf94d80b9bcf9d49340f2971,TiO2,I,adsorbate,ads0,1.2332750450000194,49,164,441
6718,11601,cd805a61f4e8be30843afacaeea2ca39,PtS2,Ni,adsorbate,ads2,1.911620714999996,28,164,331
6719,11602,bf7fbb45089ee261545650b1fb57c36f,TiO2,Cs,adsorbate,ads0,-2.347696334999989,49,164,441
6720,11603,59d6ebc20414f3bc6d31c4882a39ce02,PtS2,Ge,adsorbate,ads0,2.3328628849999893,28,164,331
6721,11604,364c84a8caadb87f3067cd6e874dc107,MoSSe,Co,interstitial,int0,6.028391965000001,49,156,441
6722,11605,1a4edc926ce461ef4a58d950a57a4a32,MoSSe,S,interstitial,ads2,2.070741910000016,49,156,441
6723,11606,6242f1ead0433057aa352fb884079f23,Re4S8,Cs,adsorbate,ads2,-1.3011637549999704,49,2,221
6724,11608,687d78271c053ebb9abc7f512ed38d0c,PtS2,W,adsorbate,ads0,7.122496595000007,28,164,331
6725,11609,797c0bdbf3259c364f8585ebee55b7f2,NiSe2,W,interstitial,int2,1.2500635350000149,28,164,331
6726,11610,f50963529f766bb7f93ba85dd71f3334,PtSe2,K,adsorbate,ads2,-0.5704323399999953,28,164,331
6727,11611,a99cf43baad76236694344708a48fc7a,MoSSe,Ba,adsorbate,ads0,0.7798254500000472,49,156,441
6728,11612,7ddd622aea7ad85675ae51be7e0adadf,TiO2,Se,adsorbate,int1,2.4338578033333307,49,164,441
6729,11613,d1702ab135d63ff26a190e83222da5c7,MoSSe,N,interstitial,int2,3.620862920000041,49,156,441
6730,11614,23cb114f5c7010243204ea2bc50ec811,PtS2,Li,adsorbate,int2,0.0688024799999891,28,164,331
6731,11615,b8b7bfd8ea8e7dbc270d381f6534a106,MoSSe,Cr,adsorbate,ads0,3.4290385750000016,49,156,441
6732,11616,1ac8ccba3c439c94c396385320809614,PtSe2,W,interstitial,int0,10.259003845,28,164,331
6733,11617,5de6dc838b32fa107e94f8e4369ac21b,NiSe2,K,adsorbate,ads0,-0.7570522700000015,28,164,331
6734,11618,82fd7e777414b778343d61a299b1d339,PtS2,V,adsorbate,ads2,3.0653133499999807,28,164,331
6735,11621,5b8d8e432d9420769e97e292c1c27e77,Re4S8,Cr,adsorbate,ads0,3.635774715000034,49,2,221
6736,11622,4f749e923d1ecb80635959e422eeeca3,Re4S8,Ba,adsorbate,ads0,0.9111648300000328,49,2,221
6737,11623,fea71d7b1a17db2cd7724b98a08f2b3c,PtS2,Lu,adsorbate,ads0,2.4651616150000057,28,164,331
6738,11624,3bbc21ceec2c421332a325c3a25982a8,P4,Ca,interstitial,int1,-0.6148602325000232,65,53,441
6739,11625,2ab611c48da692b1b8754918bc91cb56,MoSSe,Re,adsorbate,ads5,7.525062250000026,49,156,441
6740,11626,e64a3b0ce482af0901135542bd6baa37,PtSe2,Ca,interstitial,int0,3.06351379750002,28,164,331
6741,11627,bbbb9da7478760d039c1d86e6c16cef1,Pd2Se4,Hg,adsorbate,ads0,0.1708739050000068,25,14,221
6742,11628,9973f76748e9411fdb990ed04da57996,MoSSe,Cs,adsorbate,ads2,-0.8842740749999732,49,156,441
6743,11629,3392bf5d6d358997cddaf02d16c234c4,Pd2Se4,Lu,adsorbate,int0,2.555703185000005,25,14,221
6744,11630,3fa18edf3b820554721cf94017fa5b59,Re4S8,Co,interstitial,int0,3.0965093250000315,49,2,221
6745,11631,3800d1a3aaa4a5e65dcf34d7391749c3,NiSe2,V,interstitial,int0,0.0747466400000131,28,164,331
6746,11632,b0b6d11aa3c2004c199ab43a128a5a79,PtS2,K,adsorbate,int2,-0.7681751900000211,28,164,331
