host,dopant,dopant_Z,dopant_period,defecttype,n_sites,true_best_site,n_tied_true_best_sites,predicted_best_site,exact_site_correct,top2_eligible,true_best_in_predicted_top2,uniform_exact_expectation,uniform_top2_expectation,screening_regret_eV,exact_gain_over_uniform,top2_gain_over_uniform
PtS2,Ge,32,4,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,H,1,1,adsorbate,4,ads0,1,ads0,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,H,1,1,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtS2,Hf,72,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Hg,80,6,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,I,53,5,adsorbate,3,ads0,1,ads1,0,1,0,0.3333333333333333,0.6666666666666667,0.2606279299999983,-0.3333333333333333,-0.6666666666666667
PtS2,Ir,77,6,adsorbate,4,ads1,1,ads1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,K,19,4,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Li,3,2,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Lu,71,6,adsorbate,4,int2,1,ads2,0,1,1,0.25,0.5,0.43596336000001645,-0.25,0.5
PtS2,Mg,12,3,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Mn,25,4,adsorbate,4,ads2,1,ads1,0,1,0,0.25,0.5,0.1451851899999781,-0.25,-0.5
PtS2,Mo,42,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Mo,42,5,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
PtS2,N,7,2,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,N,7,2,interstitial,3,int0,1,int0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Nb,41,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Nb,41,5,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
PtS2,Ni,28,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,O,8,2,adsorbate,5,ads0,1,ads0,1,1,1,0.2,0.4,0.0,0.8,0.6
PtS2,Os,76,6,adsorbate,3,ads1,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.2911024599999896,-0.3333333333333333,0.33333333333333326
PtS2,P,15,3,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,P,15,3,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
PtS2,Pb,82,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Pd,46,5,adsorbate,4,ads1,1,ads1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Rb,37,5,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Re,75,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Re,75,6,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
PtS2,Rh,45,5,adsorbate,4,ads1,1,int2,0,1,1,0.25,0.5,0.3252354100000048,-0.25,0.5
PtS2,Ru,44,5,adsorbate,4,ads1,1,ads1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Sb,51,5,adsorbate,4,ads0,1,ads0,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Sc,21,4,adsorbate,4,int2,1,int2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Se,34,4,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Si,14,3,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Si,14,3,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
PtS2,Sn,50,5,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Sr,38,5,adsorbate,4,ads2,1,int2,0,1,1,0.25,0.5,0.03654904999999069,-0.25,0.5
PtS2,Ta,73,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtS2,Tc,43,5,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Te,52,5,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Te,52,5,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
PtS2,Ti,22,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Ti,22,4,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
PtS2,Tl,81,6,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
PtS2,V,23,4,adsorbate,4,int2,1,int2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,W,74,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Xe,54,5,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtS2,Y,39,5,adsorbate,4,int2,1,int2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtS2,Zr,40,5,adsorbate,4,int2,1,int2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Ag,47,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Al,13,3,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.019695490000003257,-0.3333333333333333,0.33333333333333326
PtSe2,Al,13,3,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,As,33,4,adsorbate,3,ads2,1,ads1,0,1,0,0.3333333333333333,0.6666666666666667,0.057425660000006484,-0.3333333333333333,-0.6666666666666667
PtSe2,Au,79,6,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.040304700000008076,-0.3333333333333333,0.33333333333333326
PtSe2,B,5,2,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,B,5,2,interstitial,3,int0,1,int1,0,1,0,0.3333333333333333,0.6666666666666667,0.0571075599999924,-0.3333333333333333,-0.6666666666666667
PtSe2,Ba,56,6,adsorbate,4,int1,1,int1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Be,4,2,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,Be,4,2,interstitial,3,int1,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.00019804999999450956,-0.3333333333333333,0.33333333333333326
PtSe2,Br,35,4,adsorbate,3,ads0,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.007218510000001177,-0.3333333333333333,0.33333333333333326
PtSe2,C,6,2,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,C,6,2,interstitial,3,int1,1,int0,0,1,1,0.3333333333333333,0.6666666666666667,0.3054982099999961,-0.3333333333333333,0.33333333333333326
PtSe2,Ca,20,4,adsorbate,4,int1,1,ads2,0,1,1,0.25,0.5,0.026045520000025135,-0.25,0.5
PtSe2,Cd,48,5,adsorbate,4,ads1,1,ads0,0,1,1,0.25,0.5,2.337942100000006,-0.25,0.5
PtSe2,Cl,17,3,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Co,27,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Co,27,4,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,Cr,24,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Cr,24,4,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,Cs,55,6,adsorbate,4,int1,1,int1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Cu,29,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,F,9,2,adsorbate,4,ads2,1,ads0,0,1,0,0.25,0.5,0.042789290000001756,-0.25,-0.5
PtSe2,Fe,26,4,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,Fe,26,4,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,Ge,32,4,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,H,1,1,adsorbate,4,ads0,1,ads0,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Hf,72,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,Hf,72,6,interstitial,2,int0,1,int1,0,0,,0.5,,0.2922803400000187,-0.5,
PtSe2,Hg,80,6,adsorbate,3,ads2,1,ads0,0,1,1,0.3333333333333333,0.6666666666666667,0.010449749999992292,-0.3333333333333333,0.33333333333333326
PtSe2,I,53,5,adsorbate,3,ads0,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.18823229000000197,-0.3333333333333333,0.33333333333333326
PtSe2,I,53,5,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,Ir,77,6,adsorbate,2,ads2,1,ads1,0,0,,0.5,,0.09460666000000995,-0.5,
PtSe2,K,19,4,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Li,3,2,adsorbate,4,ads2,1,ads1,0,1,1,0.25,0.5,0.0846858699999869,-0.25,0.5
PtSe2,Lu,71,6,adsorbate,4,int1,1,int1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Mg,12,3,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Mn,25,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Mo,42,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,N,7,2,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,N,7,2,interstitial,2,int1,1,int0,0,0,,0.5,,0.5273607099999831,-0.5,
PtSe2,Nb,41,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Ni,28,4,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,Ni,28,4,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,O,8,2,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Os,76,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,P,15,3,adsorbate,3,ads1,1,ads0,0,1,1,0.3333333333333333,0.6666666666666667,0.09369093999998768,-0.3333333333333333,0.33333333333333326
PtSe2,P,15,3,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,Pb,82,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Pd,46,5,adsorbate,4,ads1,1,ads2,0,1,1,0.25,0.5,0.051184930000005124,-0.25,0.5
PtSe2,Rb,37,5,adsorbate,4,int1,1,int1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Re,75,6,adsorbate,3,ads1,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.07190043999997808,-0.3333333333333333,0.33333333333333326
PtSe2,Rh,45,5,adsorbate,4,int1,1,int1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Ru,44,5,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
PtSe2,S,16,3,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,S,16,3,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
PtSe2,Sb,51,5,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Sc,21,4,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
PtSe2,Si,14,3,adsorbate,3,ads1,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.34188715999999975,-0.3333333333333333,0.33333333333333326
PtSe2,Si,14,3,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,Sn,50,5,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Sr,38,5,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Ta,73,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,Tc,43,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Te,52,5,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Ti,22,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Tl,81,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
PtSe2,V,23,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,V,23,4,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,W,74,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,W,74,6,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
PtSe2,Xe,54,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Y,39,5,adsorbate,4,int1,1,int1,1,1,1,0.25,0.5,0.0,0.75,0.5
PtSe2,Zn,30,4,adsorbate,3,ads2,1,ads0,0,1,0,0.3333333333333333,0.6666666666666667,0.045383909999998195,-0.3333333333333333,-0.6666666666666667
PtSe2,Zr,40,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
PtSe2,Zr,40,5,interstitial,2,int1,1,int1,1,0,,0.5,,0.0,0.5,
Re4S8,Ag,47,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Al,13,3,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Al,13,3,interstitial,2,int0,1,int2,0,0,,0.5,,0.2757196400000339,-0.5,
Re4S8,As,33,4,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Au,79,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,B,5,2,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.1834463600000058,-0.3333333333333333,0.33333333333333326
Re4S8,B,5,2,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
Re4S8,Ba,56,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Re4S8,Be,4,2,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Be,4,2,interstitial,3,int2,1,int2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Bi,83,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Br,35,4,adsorbate,3,ads1,1,ads0,0,1,1,0.3333333333333333,0.6666666666666667,0.26878383999996913,-0.3333333333333333,0.33333333333333326
Re4S8,C,6,2,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Ca,20,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Cd,48,5,adsorbate,3,ads2,1,ads0,0,1,1,0.3333333333333333,0.6666666666666667,0.041214949999982764,-0.3333333333333333,0.33333333333333326
Re4S8,Cl,17,3,adsorbate,4,ads1,1,ads1,1,1,1,0.25,0.5,0.0,0.75,0.5
Re4S8,Co,27,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Co,27,4,interstitial,2,int2,1,int0,0,0,,0.5,,0.8418952300000342,-0.5,
Re4S8,Cr,24,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Cr,24,4,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
Re4S8,Cs,55,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Cu,29,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Cu,29,4,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
Re4S8,F,9,2,adsorbate,5,ads1,1,ads1,1,1,1,0.2,0.4,0.0,0.8,0.6
Re4S8,Fe,26,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Ga,31,4,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
Re4S8,Ge,32,4,adsorbate,4,ads1,1,ads2,0,1,1,0.25,0.5,0.008169790000010835,-0.25,0.5
Re4S8,H,1,1,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,H,1,1,interstitial,3,int0,1,int0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Hf,72,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Re4S8,Hg,80,6,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.005829399999981916,-0.3333333333333333,0.33333333333333326
Re4S8,I,53,5,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,In,49,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Ir,77,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,K,19,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Li,3,2,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Lu,71,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Re4S8,Mg,12,3,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
Re4S8,Mn,25,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Mo,42,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,N,7,2,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Re4S8,N,7,2,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
Re4S8,Na,11,3,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Nb,41,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Ni,28,4,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
Re4S8,Ni,28,4,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
Re4S8,O,8,2,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Os,76,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,P,15,3,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Pb,82,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Pd,46,5,adsorbate,4,ads2,1,ads2,1,1,1,0.25,0.5,0.0,0.75,0.5
Re4S8,Pt,78,6,adsorbate,4,ads1,1,int2,0,1,0,0.25,0.5,0.13512284999995927,-0.25,-0.5
Re4S8,Rb,37,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Rh,45,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Ru,44,5,adsorbate,3,ads0,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,1.4754952100000196,-0.3333333333333333,0.33333333333333326
Re4S8,Sb,51,5,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Sc,21,4,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Re4S8,Sc,21,4,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
Re4S8,Se,34,4,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Si,14,3,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Sn,50,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Sr,38,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Ta,73,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Tc,43,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Te,52,5,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Ti,22,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Tl,81,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,V,23,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,W,74,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Xe,54,5,adsorbate,3,ads0,1,ads2,0,1,0,0.3333333333333333,0.6666666666666667,0.0019315899999697017,-0.3333333333333333,-0.6666666666666667
Re4S8,Y,39,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4S8,Zn,30,4,adsorbate,3,ads2,1,ads0,0,1,0,0.3333333333333333,0.6666666666666667,0.037377829999968526,-0.3333333333333333,-0.6666666666666667
Re4S8,Zr,40,5,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Re4Se8,Ag,47,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4Se8,Al,13,3,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4Se8,Al,13,3,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
Re4Se8,As,33,4,adsorbate,4,ads1,1,ads1,1,1,1,0.25,0.5,0.0,0.75,0.5
Re4Se8,Au,79,6,adsorbate,3,ads1,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.00689948999996659,-0.3333333333333333,0.33333333333333326
Re4Se8,B,5,2,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4Se8,B,5,2,interstitial,3,int1,1,int1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4Se8,Ba,56,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Re4Se8,Be,4,2,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
